Site_ID,Variable,Start_Date,Height,Instrument_Model,Instrument_Model2,Comment,BASE_Version
US-GLE,H_1_1_1,,22.65,,,,7-5
US-GLE,H_1_2_1,,6.5,,,,7-5
US-GLE,CO2,,22.65,,,,7-5
US-GLE,FC_1_1_1,,22.65,GA_OP-LI-COR LI-7500,,,7-5
US-GLE,FC_1_2_1,,6.5,,,,7-5
US-GLE,G_1_1_1,,-0,,,,7-5
US-GLE,G_2_1_1,,-0,,,,7-5
US-GLE,G_2_2_1,,-0.09,,,,7-5
US-GLE,G_1_2_1,,-0.09,,,,7-5
US-GLE,FH2O_1_1_1,,22.65,,,,7-5
US-GLE,FH2O_1_2_1,,6.5,,,,7-5
US-GLE,H2O,,22.65,,,,7-5
US-GLE,LE_1_1_1,,22.65,,,,7-5
US-GLE,LE_1_2_1,,6.5,,,,7-5
US-GLE,NEE_PI_1_1_1,,6.5,,,,7-5
US-GLE,PPFD_IN,,24.4,,,,7-5
US-GLE,PA,,23.4,,,,7-5
US-GLE,SW_IN_1_1_1,,24.4,,,,7-5
US-GLE,SW_IN_1_2_1,,6.5,,,,7-5
US-GLE,LW_IN_1_1_1,,24.4,,,,7-5
US-GLE,LW_IN_1_2_1,,6.5,,,,7-5
US-GLE,LW_OUT_1_1_1,,24.4,,,,7-5
US-GLE,LW_OUT_1_2_1,,6.5,,,,7-5
US-Bar,SWC_1_1_1,2004,-0.1,SWC-TDR,,CS615; one of 4 sensors in different microtopographic positions,5-5
US-GLE,SW_OUT_1_1_1,,24.4,,,,7-5
US-GLE,SW_OUT_1_2_1,,6.5,,,,7-5
US-GLE,RH_1_1_1,,23.4,,,,7-5
US-GLE,RH_1_2_1,,6.5,,,,7-5
US-GLE,NETRAD_1_1_1,,24.4,,,,7-5
US-GLE,NETRAD_2_1_1,,24.4,,,,7-5
US-GLE,SC_1_2_1,,6.5,,,,7-5
US-GLE,SWC_2_2_1,,-0.1,,,,7-5
US-GLE,SWC_2_5_1,,-1,,,,7-5
US-GLE,SWC_2_3_1,,-0.2,,,,7-5
US-GLE,SWC_2_1_1,,-0.05,,,,7-5
US-GLE,SWC_2_4_1,,-0.5,,,,7-5
US-GLE,SWC_3_2_1,,-0.1,,,,7-5
US-GLE,SWC_3_3_1,,-0.2,,,,7-5
US-GLE,SWC_3_1_1,,-0.05,,,,7-5
US-GLE,SWC_4_2_1,,-0.1,,,,7-5
US-GLE,SWC_4_3_1,,-0.2,,,,7-5
US-GLE,SWC_4_1_1,,-0.05,,,,7-5
US-Ivo,TS_2_3_1,,-0.15,,,,4-5
US-GLE,SWC_5_2_1,,-0.1,,,,7-5
US-GLE,SWC_5_3_1,,-0.2,,,,7-5
US-GLE,SWC_5_1_1,,-0.05,,,,7-5
US-GLE,SWC_6_2_1,,-0.1,,,,7-5
US-GLE,SWC_6_3_1,,-0.2,,,,7-5
US-GLE,SWC_6_1_1,,-0.05,,,,7-5
US-GLE,SWC_7_2_1,,-0.1,,,,7-5
US-GLE,SWC_7_3_1,,-0.2,,,,7-5
US-GLE,SWC_7_1_1,,-0.05,,,,7-5
US-GLE,SWC_8_2_1,,-0.1,,,,7-5
US-GLE,SWC_8_3_1,,-0.2,,,,7-5
US-GLE,SWC_8_1_1,,-0.05,,,,7-5
US-GLE,SWC_9_2_1,,-0.1,,,,7-5
US-GLE,SWC_9_3_1,,-0.2,,,,7-5
US-GLE,SWC_9_1_1,,-0.05,,,,7-5
US-GLE,SWC_1_2_1,,-0.1,,,,7-5
US-GLE,SWC_1_5_1,,-1,,,,7-5
US-GLE,SWC_1_3_1,,-0.2,,,,7-5
US-GLE,SWC_1_1_1,,-0.05,,,,7-5
US-GLE,SWC_1_4_1,,-0.5,,,,7-5
US-GLE,TS_2_3_1,,-0.03,,,,7-5
US-Ivo,TS_2_4_1,,-0.30,,,,4-5
US-Ivo,TS_2_5_1,,-0.40,,,,4-5
US-GLE,TA_1_1_1,,23.4,,,,7-5
US-GLE,TA_2_2_1,,6.5,,,,7-5
US-GLE,TA_1_2_1,,6.5,,,,7-5
US-GLE,TAU_1_1_1,,22.65,,,,7-5
US-GLE,TAU_1_2_1,,6.5,,,,7-5
US-GLE,TS_2_6_1,,-0.09,,,,7-5
US-GLE,TS_3_7_1,,-0.1,,,,7-5
US-GLE,TS_3_12_1,,-1,,,,7-5
US-GLE,TS_3_9_1,,-0.2,,,,7-5
US-GLE,TS_3_4_1,,-0.05,,,,7-5
US-GLE,TS_3_11_1,,-0.5,,,,7-5
US-GLE,TS_4_1_1,,-0,,,,7-5
US-GLE,TS_4_2_1,,-0.01,,,,7-5
US-GLE,TS_4_8_1,,-0.13,,,,7-5
US-GLE,TS_4_10_1,,-0.27,,,,7-5
US-GLE,TS_4_3_1,,-0.03,,,,7-5
US-Ivo,TS_3_4_1,,-0.30,,,,4-5
US-Ivo,TS_3_5_1,,-0.40,,,,4-5
US-Ivo,TS_4_2_1,,-0.05,,,,4-5
US-GLE,TS_4_5_1,,-0.07,,,,7-5
US-GLE,TS_1_7_1,,-0.1,,,,7-5
US-GLE,TS_1_12_1,,-1,,,,7-5
US-GLE,TS_1_9_1,,-0.2,,,,7-5
US-GLE,TS_1_3_1,,-0.03,,,,7-5
US-GLE,TS_1_4_1,,-0.05,,,,7-5
US-GLE,TS_1_11_1,,-0.5,,,,7-5
US-GLE,TS_1_6_1,,-0.09,,,,7-5
US-GLE,USTAR_1_1_1,,22.65,,,,7-5
US-GLE,USTAR_1_2_1,,6.5,,,,7-5
US-GLE,VPD_PI,,23.4,,,,7-5
US-GLE,WD_1_1_1,,25.8,,,,7-5
US-GLE,WD_2_2_1,,22.65,,,,7-5
US-GLE,WD_1_3_1,,6.5,,,,7-5
US-GLE,WS_1_1_1,,25.8,,,,7-5
US-GLE,WS_2_2_1,,22.65,,,,7-5
US-GLE,WS_1_3_1,,6.5,,,,7-5
US-GLE,ZL_1_1_1,,22.65,,,,7-5
US-GLE,ZL_1_2_1,,6.5,,,,7-5
US-GMF,CO2_1,,30.4,,,,2-1
US-GMF,CO2_2,,1.5,,,,2-1
US-GMF,FC,,30.4,,,,2-1
US-GMF,G,,-0.05,,,,2-1
US-Ivo,TS_3_2_1,,-0.05,,,,4-5
US-Ivo,TS_3_3_1,,-0.15,,,,4-5
US-GMF,H,,30.4,,,,2-1
US-GMF,H2O,,30.4,,,,2-1
US-GMF,LE,,30.4,,,,2-1
US-GMF,PPFD_IN,,25.6,,,,2-1
US-GMF,RH,,25.6,,,,2-1
US-GMF,NETRAD,,25.6,,,,2-1
US-GMF,SWC_1,,-0.05,,,,2-1
US-GMF,SWC_2,,-0.1,,,,2-1
US-GMF,TA,,25.6,,,,2-1
US-GMF,TS_1,,-0.05,,,,2-1
US-GMF,TS_2,,-0.15,,,,2-1
US-GMF,USTAR,,30.4,,,,2-1
US-GMF,VPD_PI,,25.6,,,,2-1
US-GMF,WD,,30.4,,,,2-1
US-GMF,WS,,30.4,,,,2-1
US-Goo,FC,,4,,,,3-5
US-Goo,H,,4,,,,3-5
US-Goo,LE,,4,,,,3-5
US-Goo,WD,,4,,,,3-5
US-Goo,WS,,4,,,,3-5
US-Ha1,CO2,,29,GA_CP-LI-COR LI-6262,,,13-5
US-Ha1,FC,,29,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,13-5
US-Ha1,FH2O,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,GPP_PI_F,,29,SA-ATI SATI K Style,GA_CP-LI-COR LI-6262,,13-5
US-Ha1,H,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,H2O,,29,GA_CP-LI-COR LI-6262,,Licor CO2/H2O sensor,13-5
US-Ha1,LE,,29,SA-ATI SATI K Style,GA_CP-LI-COR LI-6262,,13-5
US-Ha1,NEE_PI,,29,SA-ATI SATI K Style,GA_CP-LI-COR LI-6262,,13-5
US-Ha1,NEE_PI_F,,29,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,13-5
US-Ha1,O3,,,GA-Other,,,13-5
US-Ha1,PPFD_IN_1_1_1,,29,RAD-PAR Quantum,,,13-5
US-Ha1,PPFD_IN_2_1_1,20120422,29,RAD-PAR Quantum,,,13-5
US-Ha1,PPFD_IN_1_2_1,,12.7,RAD-PAR Quantum,,,13-5
US-Ha1,PPFD_IN_PI_F_1_1_1,,29,RAD-PAR Quantum,,,13-5
US-Ha1,PPFD_DIF,20120422,29,RAD-PAR Quantum,,,13-5
US-Ha1,P,,,RAIN-TipBucGauge,,,13-5
US-Ha1,PA,,3,PRES-Other,,,13-5
US-Ha1,RECO_PI_F,,,SA-ATI SATI K Style,GA_CP-LI-COR LI-6262,,13-5
US-Ha1,RH_1_1_1,,27.9,RH-Capac,,,13-5
US-Ha1,RH_1_3_1,,15.4,RH-Capac,,,13-5
US-Ha1,RH_1_5_1,,2.5,RH-Capac,,,13-5
US-Ha1,RH_1_2_1,,22.6,RH-Capac,,,13-5
US-Ha1,RH_1_4_1,,7.6,RH-Capac,,,13-5
US-Ha1,NETRAD,,29,RAD-Net radiometer,,,13-5
US-Ha1,SC,,,GA_SR-Other,,,13-5
US-Ha1,TA_1_3_1,,15.4,TEMP-Thermis,,,13-5
US-Ha1,TA_1_5_1,,2.5,TEMP-Thermis,,,13-5
US-Ha1,TA_1_1_1,,27.9,TEMP-Thermis,,,13-5
US-Ha1,TA_1_2_1,,22.6,TEMP-Thermis,,,13-5
US-Ha1,TA_1_4_1,,7.6,TEMP-Thermis,,,13-5
US-Ha1,TA_PI_F_1_1_1,,27,TEMP-Thermis,,,13-5
US-Ha1,TA_PI_F_1_5_1,,2.5,TEMP-Thermis,,,13-5
US-Ha1,TAU,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,TS_1_1_1,,-0.1,TEMP-Thermis,,,13-5
US-Ha1,TS_1_2_1,,-0.2,TEMP-Thermis,,,13-5
US-Ha1,TS_1_3_1,,-0.5,TEMP-Thermis,,,13-5
US-Ha1,T_SONIC,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,USTAR,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,VPD_PI,,27.9,RH-Capac,,,13-5
US-Ha1,WD,,29,SA-ATI SATI K Style,,,13-5
US-Ha1,WS,,29,SA-ATI SATI K Style,,,13-5
US-Ha2,CO2_1,,29,GA_CP-LI-COR LI-7000,,,2-1
US-Ha2,FC,,29,SA-Campbell CSAT-3,GA_CP-LI-COR LI-7000,,2-1
US-Ha2,H,,29,SA-Campbell CSAT-3,,,2-1
US-Ha2,H2O,,29,GA_CP-LI-COR LI-7000,,,2-1
US-Ha2,PPFD_IN,,24,RAD-PAR Quantum,,,2-1
US-Ha2,RH,,24,RH-Capac,,,2-1
US-Ha2,TA,,24,TEMP-ElectResis,,,2-1
US-Ha2,TS_1,,-0.1,TEMP-ElectResis,,,2-1
US-Ha2,USTAR,,29,SA-Campbell CSAT-3,,,2-1
US-Ha2,VPD_PI,,29,,,,2-1
US-Ha2,WD,,29,SA-Campbell CSAT-3,,,2-1
US-Ha2,WS,,29,SA-Campbell CSAT-3,,,2-1
US-Ho1,CO2_1_1_1,19960101,31,GA_CP-LI-COR LI-6262,,,6-5
US-Ho1,FC_1_1_1,19960101,31,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,6-5
US-Ho1,H_1_1_1,199601,31,SA-ATI SATI K Style,,,6-5
US-Ho1,LE_1_1_1,19960101,31,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,6-5
US-Ho1,NEE_PI_1_1_1,19960101,31,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,6-5
US-Ho1,PPFD_IN_1_1_1,1996,28.3,RAD-PAR Quantum,,1996:Li190SA; 200904:Kipp & Zonen PAR lite Quantum; used at US-Ho3 for EP processing as PPFD_IN_1_1_1,6-5
US-Ho1,P_RAIN_1_1_1,1995,31,RAIN-TipBucGauge,,heater not able to keep up in winter months; therefore data not reliable in winter months; mounted on tower top: under estimates; originally entered as PREC-TipbucGauge;changed to 'Rain' 20180301,6-5
US-Ho1,SW_OUT_1_1_1,20161101,28.3,RAD-Pyrrad-SW+LW,,Kipp and Zonen CNR4 with heater/ventilator,6-5
US-Ho1,PA_1_1_1,201308,1,PRES-ElectBar,,Vaisala PTV100A,6-5
US-Ho1,SW_IN_2_1_1,200701,27.7,RAD-Pyrrad-SW+LW,,US-Ho2 (800m NW of main tower) radiometric data more representative of our  flux area; therefore included in our submitted main flux data files; Kipp & Zonen CM3,6-5
US-Ho1,LW_IN_2_1_1,200701,27.7,RAD-Pyrrad-SW+LW,,Kipp & Zonen CM3 (W m-2); US-Ho2 instrument better represents our flux data at US-Ho1,6-5
US-Ho1,LW_OUT_2_1_1,200701,27.7,RAD-Pyrrad-SW+LW,,Kipp & Zonen CM3 (W m-2);US-Ho2 instrument better represents our flux data at US-Ho1,6-5
US-Ho1,SW_OUT_2_1_1,200701,27.7,RAD-Pyrrad-SW+LW,,US-Ho2 (800m NW of main tower) radiometric data more representative of our  flux area; therefore included in our submitted main flux data files;Kipp & Zonen CM3,6-5
US-Ho1,RH_1_1_1,1996,31,GA_CP-LI-COR LI-6262,,Entered as RH_EP_1_1_1; derived from EP/GA,6-5
US-Ho1,NETRAD_1_1_1,199505,28.3,RAD-Pyrrad-SW+LW,,199505:REBS Q*7.1 Net Rad w/ ventilator; 20161101:Kipp and Zonen CNR4 with heater/ventilator,6-5
US-Ho1,TS_2_2_1,19991026,-0.1,TEMP-Thermis,,thermister attached to soil moisture probe(SWC-FDR),6-5
US-Ho1,TS_2_5_1,19991026,-1,TEMP-Thermis,,thermister attached to soil moisture probe(SWC_FDR),6-5
US-Ho1,TS_2_3_1,19991026,-0.2,TEMP-Thermis,,thermister attached to soil moisture probe(SWC-FDR),6-5
US-Ho1,TS_2_4_1,19991026,-0.5,TEMP-Thermis,,thermister attached to soil moisture probe(SWCFDR),6-5
US-Ho1,USTAR_1_1_1,19960101,31,SA-ATI SATI K Style,,,6-5
US-Ho1,VPD_PI_1_1_1,199601,31,SA-ATI SATI K Style,,entered as VPD_EP_1_1_1; derived from EP/GA,6-5
US-Ho1,WD_1_1_1,1996,30,SA-ATI SATI K Style,,,6-5
US-Ho1,WS_1_1_1,1996,30,SA-ATI SATI K Style,,,6-5
US-Ho2,CO2_1,19981201,27.7,GA_CP-LI-COR LI-6262,,height is intake; instrument is in shelter at bottom of tower,3-1
US-Ho2,FC,19981201,27.7,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,height is intake; GA instrument is in shelter at bottom of tower,3-1
US-Ho2,H,19981201,27.7,SA-ATI SATI K Style,,,3-1
US-Ho2,LE,19981201,27.7,GA_CP-LI-COR LI-6262,SA-ATI SATI K Style,,3-1
US-Ho2,P,2000,26.7,RAIN-TipBucGauge,,Texas Electronics TE525 tipping bucket;heater not able to keep up in winter months; therefore data not reliable in winter months;was originally entered as PREC-TipbucGauge;changed to 'Rain' 20180301,3-1
US-Ho2,PA,19981201,1,PRES-ElectBar,, Setra SBP 270M ;Omega Engineering model PX-139-015A4V(200907);Vaisla PTB100A(201308),3-1
US-Ho2,TA,,29,,,,3-1
US-Ho2,TS_1,,-0.05,,,,3-1
US-Ho2,USTAR,19981201,27.7,SA-ATI SATI K Style,,,3-1
US-Ho2,WD,19981201,27.7,SA-ATI SATI K Style,,,3-1
US-Ho2,WS,19981201,27.7,SA-ATI SATI K Style,,,3-1
US-Ho3,FC,200306,30.48,GA_CP-LI-COR LI-7200,SA-ATI SATI K Style,,2-1
US-Los,GPP_PI_F,20140101,10.2,GA_OP-LI-COR LI-7500A,SA-Campbell CSAT-3A,,14-5
US-Ho3,H,20110217,30.48,SA-ATI SATI K Style,,,2-1
US-Ho3,LE,20110217,30.48,GA_CP-LI-COR LI-7200,SA-ATI SATI K Style,,2-1
US-Ho3,TA,,29,,,,2-1
US-Ho3,TS_1,,-0.05,,,,2-1
US-HVa,FC,,2,,,,2-1
US-HVa,H,,2,,,,2-1
US-HVa,LE,,2,,,,2-1
US-HVa,TA,,2,,,,2-1
US-HVa,TS_2,,-0.1,,,,2-1
US-HVa,TS_1,,-0.05,,,,2-1
US-HVa,USTAR,,2,,,,2-1
US-HVa,WD,,2,,,,2-1
US-HVa,WS,,2,,,,2-1
US-IB1,ALB,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8104,8-5
US-IB1,ALB_PI_F,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8104,8-5
US-IB1,APAR,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,APAR_PI_F,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,FAPAR,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,FAPAR_PI_F,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,CO2,20050701,4.05,GA_OP-LI-COR LI-7500,,,8-5
US-IB1,CO2DEN,20050701,4.05,GA_OP-LI-COR LI-7500,,,8-5
US-IB1,FC,20050701,4.05,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,8-5
US-IB1,FC_PI_F,20050701,4.05,GA_OP-LI-COR LI-7500,SA-Gill Windmaster Pro,,8-5
US-IB1,G,20050701,-0.05,SOIL_H-Plate,,REBS HFT-3.1with adjustment for soil energy storage above plate,8-5
US-IB1,G_PI_F,20050701,-0.05,SOIL_H-Plate,,,8-5
US-IB1,FH2O,20050701,4.05,GA_OP-LI-COR LI-7500,,,8-5
US-IB1,FH2O_FILL,20050701,4.05,GA_OP-LI-COR LI-7500,,,8-5
US-IB1,FLAG_FILL,20050701,,,,,8-5
US-IB1,H,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,H_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,FLAG,20050701,,,,,8-5
US-IB1,LE,20050701,4.05,SA-Gill Windmaster Pro,GA_OP-LI-COR LI-7500,,8-5
US-IB1,LE_PI_F,20050701,4.05,SA-Gill Windmaster Pro,GA_OP-LI-COR LI-7500,,8-5
US-IB1,PPFD_IN,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,PPFD_IN_PI_F,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,PPFD_OUT,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,PPFD_OUT_PI_F,20050701,2.4,RAD-PAR Quantum,,LI-190SA,8-5
US-IB1,P,20050701,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB1,P_PI_F,20050701,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB1,PRECCUM,20050701,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB1,PA,20050701,1.5,PRES-ElectBar,,Met One 7120,8-5
US-IB1,PA_PI_F,20050701,1.5,PRES-ElectBar,,Met One 7120,8-5
US-IB1,SW_IN,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8194,8-5
US-IB1,SW_IN_PI_F,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8194,8-5
US-IB1,SW_OUT,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8194,8-5
US-IB1,SW_OUT_PI_F,20050701,2.4,RAD-Other,,Schenk Dual-Pyranometer Type 8194,8-5
US-IB1,RH,20050701,3.5,RH-Capac,,Vaisala HMP45A,8-5
US-Tw4,FC,20150720,5.36,GA_OP-LI-COR LI-7500A,SA-Gill Windmaster,,7-5
US-IB1,RH_PI_F,20050701,3.5,RH-Capac,,Vaisala HMP45A,8-5
US-IB1,NETRAD,20050701,2.4,RAD-Net radiometer,,REBS Q*7.1,8-5
US-IB1,NETRAD_PI_F,20050701,2.4,RAD-Net radiometer,,REBS Q*7.1,8-5
US-IB1,SWC_1_1_1,20050701,-0.025,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_2_1,20050701,-0.1,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_3_1,20050701,-0.25,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_4_1,20050701,-0.5,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_1_1_PI_F,20050701,-0.025,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_2_1_PI_F,20050701,-0.1,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_3_1_PI_F,20050701,-0.25,SWC-Other,,REBS SMP-1,8-5
US-IB1,SWC_1_4_1_PI_F,20050701,-0.5,SWC-Other,,REBS SMP-1,8-5
US-IB1,TA,20050701,3.5,TEMP-ElectResis,,Vaisala HMP45A,8-5
US-IB1,TA_PI_F,20050701,3.5,TEMP-ElectResis,,Vaisala HMP45A,8-5
US-IB1,TAU,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,TAU_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,TS_1_1_1,20050701,-0.025,TEMP-ElectResis,,REBS STP-1 integrated from 0 to 5 cm depth,8-5
US-IB1,TS_1_2_1,20050701,-0.1,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,TS_1_3_1,20050701,-0.25,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,TS_1_4_1,20050701,-0.5,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,TS_1_1_1_PI_F,20050701,-0.025,TEMP-ElectResis,,REBS STP-1 integrated from 0 to 5 cm depth,8-5
US-IB1,TS_1_2_1_PI_F,20050701,-0.1,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,TS_1_3_1_PI_F,20050701,-0.25,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,TS_1_4_1_PI_F,20050701,-0.5,TEMP-ElectResis,,REBS STP-1,8-5
US-IB1,USTAR,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,USTAR_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,VPD_PI,20050701,3.5,RH-Capac,,Vaisala HMP45A,8-5
US-IB1,VPD_PI_F,20050701,3.5,RH-Capac,,Vaisala HMP45A,8-5
US-IB1,WD,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,WD_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,WS,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,WS_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,ZL,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB1,ZL_PI_F,20050701,4.05,SA-Gill Windmaster Pro,,,8-5
US-IB2,ALB,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,ALB_PI_F,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,APAR,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,APAR_PI_F,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,FAPAR,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,FAPAR_PI_F,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,CO2,20041006,3.76,GA_OP-LI-COR LI-7500,,,8-5
US-IB2,CO2DEN,20041006,3.76,GA_OP-LI-COR LI-7500,,,8-5
US-IB2,FC,20041006,3.76,SA-Gill R3-100,GA_OP-LI-COR LI-7500,,8-5
US-IB2,FC_PI_F,20041006,3.76,SA-Gill R3-100,GA_OP-LI-COR LI-7500,,8-5
US-IB2,G,20041006,-0,SOIL_H-Plate,,REBS HFT-3.1 adjusted with soil energy storage above plate,8-5
US-IB2,G_PI_F,20041006,-0,SOIL_H-Plate,,REBS HFT-3.1 adjusted with soil energy storage above plate,8-5
US-IB2,FH2O,20041006,3.76,GA_OP-LI-COR LI-7500,,,8-5
US-IB2,FH2O_FILL,20041006,3.76,GA_OP-LI-COR LI-7500,,,8-5
US-IB2,FLAG,20041006,,,,,8-5
US-IB2,FLAG_FILL,20041006,,,,,8-5
US-IB2,H,20041006,3.76,SA-Gill R3-100,,,8-5
US-IB2,H_PI_F,20041006,3.76,SA-Gill R3-100,,,8-5
US-IB2,LE,20041006,3.76,SA-Gill R3-100,GA_OP-LI-COR LI-7500,,8-5
US-IB2,LE_PI_F,20041006,3.76,SA-Gill R3-100,GA_OP-LI-COR LI-7500,,8-5
US-IB2,PPFD_IN,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,PPFD_IN_PI_F,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,PPFD_OUT,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,PPFD_OUT_PI_F,20041006,2.3,RAD-PAR Quantum,,LI-190SA,8-5
US-IB2,P,20041006,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB2,P_PI_F,20041006,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB2,PRECCUM,20041006,2,PREC-TipBucGauge,,Belfort OMC-212,8-5
US-IB2,PA,20041006,1.5,PRES-ElectBar,,Met One 7120,8-5
US-IB2,PA_PI_F,20041006,1.5,PRES-ElectBar,,Met One 7120,8-5
US-IB2,SW_IN,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,SW_IN_PI_F,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,SW_OUT,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,SW_OUT_PI_F,20041006,2.3,RAD-SW Pyran Class1,,Eppley 8-48,8-5
US-IB2,RH,20041006,3.76,RH-Capac,,Vaisala HMP45D,8-5
US-IB2,RH_PI_F,20041006,3.76,RH-Capac,,Vaisala HMP45D,8-5
US-IB2,NETRAD,20041006,2.3,RAD-Net radiometer,,REBS Q*7.1,8-5
US-IB2,NETRAD_PI_F,20041006,2.3,RAD-Net radiometer,,REBS Q*7.1,8-5
US-IB2,SWC_1_1_1,20041006,-0.025,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_2_1,20041006,-0.1,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_3_1,20041006,-0.25,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_4_1,20041006,-0.5,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_1_1_PI_F,20041006,-0.025,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_2_1_PI_F,20041006,-0.1,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_3_1_PI_F,20041006,-0.25,SWC-Other,,REBS SMP-1,8-5
US-IB2,SWC_1_4_1_PI_F,20041006,-0.5,SWC-Other,,REBS SMP-1,8-5
US-IB2,TA,20041006,3.76,TEMP-ElectResis,,Vaisala HMP45D,8-5
US-IB2,TA_PI_F,20041006,3.76,TEMP-ElectResis,,Vaisala HMP45D,8-5
US-IB2,TAU,20041006,3.76,SA-Gill R3-100,,,8-5
US-IB2,TAU_PI_F,20041006,3.76,SA-Gill R3-100,,,8-5
US-IB2,TS_1_1_1,20041006,-0.025,TEMP-ElectResis,,REBS STP-1 Integrated 0-5 cm,8-5
US-IB2,TS_1_2_1,20041006,-0.1,TEMP-ElectResis,,REBS STP-1,8-5
US-IB2,TS_1_3_1,20041006,-0.25,TEMP-ElectResis,,REBS STP-1,8-5
US-IB2,TS_1_4_1,20041006,-0.5,TEMP-ElectResis,,REBS STP-1,8-5
US-IB2,TS_1_1_1_PI_F,20041006,-0.025,TEMP-ElectResis,,REBS STP-1 Integrated 0-5 cm,8-5
US-IB2,TS_1_2_1_PI_F,20041006,-0.1,TEMP-ElectResis,,REBS STP-1,8-5
